id,name,username,numberOfOriginalTweets,numberOfRetweets,numberOfReplies,numberOfQuotes,retweet_ids,retweet_users,reply_users,quote_users,tweets_id,numberOfFollowers,numberOfFollowing,numberOfTweets,created_at,verified,description,location
126943410,유재명 / Jae Myung Yu,lemon2sang,2.0,97.0,1.0,0.0,1620641335962398721;1641498489380036624;1614643703557259264;1616846297331286018;1623004582979809294;1622683699937697792;1623043056097234977;1653742259957792774;1653765430475931649;1653529269270720517;1623114877106626562;1623139793935953920;1653586829130735618;1653634016908828672;1653579391199494144;1652960599205347328;1653568669983846400;1653709754198544386;1653543152593297408;1623196660796096512;1622396090258694145;1623214057473081344;1622161104179970048;1653749250734592001;1653297591487180802;1653297216323452929;1653541809715560449;1623224710321549312;1623239876589281280;1653903761025437697;1653899619309588480;1648573196545970178;1653702750562312195;1653656761386283010;1649399943692709888;1648853905672126464;1649004998758662144;1648991443887984642;1648517692851384323;1649005459700080641;1648955993844506624;1648313442879803393;1648908108360732673;1649198712936357888;1649196869439062017;1648454503598010372;1648828592825184260;1652539603188891649;1653073010247495681;1653682785117151232;1650140802314825730;1623139159841050625;1622883184924037120;1653702138495918082;1650975493502668800;1650707460712431616;1653273060051415040;1651790843710423045;1650751689975275520;1650869561032589313;1650476572821041152;1650644447309496320;1650338774180851713;1648646876223385601;1648952956086267904;1649215778917605376;1649211720492265472;1648604987268952064;1653836936094834688;1648806211532509184;1653856978219978753;1653940104388546562;1653894811575779328;1653957137738129413;1653944569489416192;1653894884343054336;1653345853564923904;1653950636805984258;1653467661760888833;1653503794062434304;1653304370505879554;1653276974939512833;1653568193699680258;1653556971839320064;1653558231451717632;1653919066372075520;1653872355511336961;1653867824119713792;1653826019596574720;1653821843856572418;1653830551177142273;1653829909993906176;1653834495320268801;1653832640452268032;1653840001535471616;1653842155797086208;1653839253552664576,1047868554;1101522390;635778252;1268666648522883072;719990165897420804;1498824771110195204;1189632456342867968;111320678;1580407350;554402173;985241106;145165701;1588662212;4856181700;1459687034;981827462525960197;979038164663681024;49572347;1013011891625398273;104038731;3195220194;1918065115;1387654036933935106;218950587;1243461895178223616;1243461895178223616;297930927;1111646847972442113;4309821864;1544107573929857025;955192716;955192716;835932179188207616;835932179188207616;835932179188207616;835932179188207616;835932179188207616;835932179188207616;835932179188207616;558503668;886104274605752322;960505495;1543219842689290241;1543219842689290241;178270037;178270037;178270037;1008237835;1008237835;1008237835;322728526;1469313324458610690;1469313324458610690;1469313324458610690;1246031547066507264;158603184;2809582148;164509454;130407893;242753955;403278399;403278399;306270339;213591116;147451838;147451838;147451838;147451838;147451838;108872550;108872550;1534097376939765760;957878576740671489;62275285;1152074022944776192;1152074022944776192;110706961;1306828661337718784;1306828661337718784;1512703015115173889;1325633118129172481;1325633118129172481;100718937;100718937;100718937;100718937;1325502459628937216;1287341462456160258;1287341462456160258;1287341462456160258;1287341462456160258;1287341462456160258;1287341462456160258;1287341462456160258;1287341462456160258;1287341462456160258;1287341462456160258,126943410,,1654051511209705473;1654003154537824257;1654003098325749760;1654002817164771328;1654002800609882114;1654002782716985345;1654002767038648320;1653994539181572096;1653994523088003073;1653994503056019461;1653994486387855360;1653994469568684037;1653994447275950084;1653994430897229826;1653994413826408449;1653994396159975431;1653994379126898688;1653994277343744001;1653994256539987968;1653994239745986562;1653994217000284160;1653994199082225664;1653994181919133702;1653994159165046785;1653994142312333313;1653994123299545094;1653994098385354752;1653994083600465920;1653994066156359680;1653994044425654273;1653994023722565633;1653993998024085505;1653993979602669570;1653993964658372608;1653993947155566592;1653993930525122565;1653993902637211648;1653993879916650497;1653993863349174273;1653993848031576064;1653993830751027200;1653993808126967813;1653993792272478208;1653993775918874624;1653993738258243587;1653993721795604486;1653993706062761984;1653993689830797312;1653993675381436416;1653993659564703746;1653993641436921861;1653993623812456448;1653993608092200960;1653993591394701312;1653993574445486081;1653993558754615297;1653993543508303872;1653993524906561538;1653993504379641856;1653993486239301632;1653993469353000963;1653993447735574528;1653993430421475328;1653993414801895424;1653993399090020353;1653992200504745988;1653992175343112192;1653992155353071616;1653992137116225536;1653992120330629121;1653992102022488064;1653992083399770112;1653992048427687936;1653992032921346048;1653991322251059200;1653991305951993856;1653991287908085760;1653991271319601153;1653991255058321409;1653991233381888000;1653991216026124289;1653991199131459588;1653991182991765504;1653991166705303552;1653991147784802305;1653991131494096896;1653991110589693952;1653991093107847168;1653991072601874433;1653991056508067842;1653991038279892993;1653991016956063745;1653991000724107264;1653990975776370690;1653990960538468360;1653990944243613696;1653990927311179776;1653990911616126976;1653990894453018624;1653990877302505472,1451.0,4994.0,97181.0,2010-03-27T14:18:35.000Z,False,"https://t.co/3MObHwhrrq

#npub18shtpf6xw3d0h9nl870eq5pqqqt6pkm9g77jyzzuxsscp8w6q34sdu7rce","Seoul, Korea"
1146549086872408069,Johnny 6502,JonySixFive,0.0,49.0,6.0,1.0,1653808481978265602;1653785093243285507;1653759993672261636;1653788824575541248;1653573849940901890;1653406171133517824;1653621735768444928;1653738962555400193;1653772393913909251;1653671071869030402;1653612836319264769;1653497335471656987;1653499169041010711;1653514202118512645;1653231657191632896;1653492425401434112;1653455222516088861;1653460595880984579;1653461793849634816;1653255927083175936;1653464101002067978;1653436290090643456;1653391109567963136;1653366284854214657;1653385739004944386;1653151354154614786;1653324957533839360;1653136437426921476;1653249330239909888;1653084657209032711;1653244468391464960;1653195799709220866;1653215976513499138;1653213415702134786;1653091413880455168;1653202436549640192;1653127424723263497;1653175404704972800;1653136839308636165;1653117952185475085;1653121808856489984;1653127353797582867;1652357432687861760;1652462054824095745;1653042186810785798;1653049684737376257;1652889735579271168;1651568645007450112;1652917570343780354,1230209880998514689;454099919;409389074;84083187;1275720130434080771;194318202;14173315;522530914;15823733;36924726;369648215;1268223690480615424;5880462;3497941;288277167;30900841;216776631;1349149096909668363;16985304;631532800;985749294;152448004;904771106292281345;20508720;126819958;3545568196;84083187;40710088;20449221;14345566;14563376;1038577339372916738;34792486;18237511;20707070;308795969;148529707;17004618;88661109;1507338108;230997420;126819958;20640982;255812611;1455176358749999104;2223157392;548384458;826140133632176132;579747564,4071981;31794636;308795969;371028414;4071981;786637871482544128,1220820215669370881,1653963890613686273;1653806526296133633;1653806128168599552;1653791650949496832;1653790626931154945;1653790050034012160;1653789492048957441;1653787769435729920;1653783954519109633;1653687546034151424;1653684554622992384;1653680638707507202;1653539863348776960;1653530537989111808;1653529994361188354;1653499422502981632;1653496852078288897;1653495996318633984;1653495177045221376;1653495017401626625;1653494698592591873;1653493563030921216;1653493053108400128;1653458474850979841;1653446141189697536;1653444352637800448;1653438688976863232;1653436281542815744;1653435805858430976;1653434154460254208;1653433952630378496;1653432161670946817;1653431257366429697;1653430124308733952;1653429576394248192;1653429330213748738;1653427067529334785;1653426576690905088;1653424649949319169;1653423646516604929;1653422811942371328;1653420402830643202;1653291655825596419;1653184312668454912;1653173487803183105;1653143910955499525;1653142255392403456;1653141444838965248;1653140796802224128;1653137771652067328;1653087733013975041;1653081533522264069;1653080665146142720;1653032730916196352;1653032286647095296;1653031744315199494,2.0,116.0,7524.0,2019-07-03T22:39:38.000Z,False,🇰🇷🇨🇦 He/him,
24524761,michelle savaria 🇺🇦🌻☮️ 🇺🇸🐶,msav6038,0.0,73.0,27.0,0.0,1653810439975841807;1653548856548683779;1653809867809861632;1653810376000122888;1653810289253527561;1653809892266786816;1653624610339033088;1653624448032047105;1653774098760187904;1653808807884070912;1653705269719842816;1653808969431887875;1653808521459249173;1653808064066203660;1653805562054811648;1653764374803148801;1653545709696606208;1653789693379588096;1653807554667896832;1653727502290788353;1653585246044995594;1653663744231342081;1653559902592446465;1653587942525526019;1653802910344531968;1653803018813337601;1653803179887452160;1653783373372858369;1653791797137616897;1653804591484661760;1653672311080513536;1653575652908441601;1653557218506321920;1653799671641305089;1653560884927811584;1653669910525149184;1653571430812983297;1653754300043067392;1653515148164775937;1653421860313341953;1653559638212894721;1653667973499084803;1653806776549093382;1653385741483798528;1653750675690381312;1653391391622598663;1653757559222980614;1653757551660396545;1653391392180240384;1653754222154862596;1653595193873170434;1653757159476174853;1653746669186416643;1653734038392172544;1653756931939479555;1653680745720733696;1653756669736677380;1653755242343960577;1653751384682930178;1653754795356766210;1653756489792643072;1653731131961888771;1653574910797660160;1653574907056340995;1653508686730473477;1653507163292151809;1653755353891237895;1653754773907046402;1653754046761816065;1653753778649329670;1653505157638901773;1653503136617869312;1653503130183802880,14377605;3223426134;3223426134;20508720;2889924959;1505481949854502915;1108297656550318080;1108297656550318080;1233515835634913281;1004085488859385863;1507749503872516101;1891490382;1004085488859385863;812361923304034304;2800581040;1231531307240390658;2391589446;16827148;1891490382;346964561;1129130504;36096244;1367973936797904903;956494460166184966;1243560408025198593;74508260;133028836;983045358099025920;2461810448;798054644853407744;36096244;1471685489015111684;798054644853407744;913682250478292992;798054644853407744;36096244;819994707061248001;876724856;819994707061248001;819994707061248001;798054644853407744;36096244;1351284403801108481;1231514832479948802;74508260;1231514832479948802;1205226529455632385;1231514832479948802;1231514832479948802;1424639970;1068564102757285888;1321476199718281216;16513335;130617778;1425867981112893448;1505481949854502915;130617778;1084468387491790848;1318001427952898051;860547911268139008;19084896;32871086;94165230;94165230;143731084;143731084;19638751;357606935;14613723;786309892990574592;1115227140868509696;1108297656550318080;1108297656550318080,1233515835634913281;1004085488859385863;1507749503872516101;1004085488859385863;1106771843929788419;2391589446;1367973936797904903;956494460166184966;798054644853407744;798054644853407744;798054644853407744;36096244;798054644853407744;36096244;2889924959;130617778;236487888;1388337031;94165230;94165230;143731084;143731084;14613723;23603092;1115227140868509696;1108297656550318080;1108297656550318080,,1653907361424109573;1653906931201785856;1653906835034853378;1653906629065056258;1653906531501350912;1653904243101777921;1653901956665016323;1653901915539881985;1653901849047465984;1653901815929339904;1653878316187746306;1653878287859433472;1653878170058096644;1653878150479196161;1653878031079944192;1653877842109685764;1653877821465415680;1653874036110139393;1653873757872685059;1653873597973254144;1653873538049224704;1653873361536131075;1653873341143318528;1653873257148305408;1653873216568344581;1653872883423215616;1653813068617461784;1653813050095415299;1653813003387645957;1653812984538443832;1653812838417281041;1653812811842084868;1653812734767640606;1653812689880199183;1653812612856000534;1653812481897246734;1653812395519750171;1653812358660206618;1653812334681370633;1653812234886303745;1653812212748759056;1653812129428910086;1653812102786691095;1653811997828317184;1653811835424976903;1653811813081919534;1653811783331639296;1653811763857506304;1653811694387310631;1653811615387594781;1653811538522779650;1653811486844760085;1653811416346898435;1653811393961898002;1653811368695410701;1653811346331381782;1653811076948013066;1653778888651165700;1653778869445378048;1653778830408949762;1653778610258423808;1653778575361732611;1653778525025968130;1653778441282416641;1653778392175525889;1653778314421518337;1653778272977580034;1653778105381666818;1653777958429917184;1653777930659536897;1653777862242041859;1653777730524131333;1653777612689350666;1653759957643264001;1653759879666970625;1653759418427744256;1653759288920211457;1653759241381920769;1653758990092828674;1653758829455192066;1653758663041974272;1653758645010571264;1653758593923940352;1653758574823129088;1653758458003349505;1653758417184366593;1653758369872723970;1653758330823667713;1653758253690417152;1653758009422512131;1653757880925839360;1653757852937273350;1653757442134556675;1653757372454649857;1653757253332135939;1653757234206195714;1653757179839627265;1653757156196319233;1653757128119574528;1653757113435299840,145.0,380.0,177026.0,2009-03-15T13:43:59.000Z,False,,
512966590,Lysis,AlbusLynx,0.0,19.0,0.0,0.0,1653652642088853506;1653431393253302273;1653310897954361345;1653691193996513280;1653362518818168832;1653399583672918016;1653631176706519040;1653244975469977602;1653221258581131265;1653002269477191680;1651913435293073409;1652910107397881857;1652438269001596928;1652961055360909317;1652954231278833665;1652778349003960320;1652757350137069568;1652756100377190401;1652754039891697664,1224665609352417280;99393348;19349290;1449880381;1449880381;1449880381;917683048782503937;1524407286910930944;1449880381;1449880381;1449880381;917683048782503937;1032371282116063235;3311286493;3311286493;3311286493;3311286493;3311286493;3311286493,,,1654012205002530816;1654011827582271494;1654011422546821120;1653840045231550466;1653839940436860928;1653839847692333118;1653838385323057160;1653645449583009792;1653273058843451393;1653272371791372288;1653272315088588801;1653268312640438272;1653267988605202433;1653267494977654785;1653267332188315648;1653267194988441600;1653267110636732416;1653267054470787072;1653266946186461186,850.0,4963.0,58060.0,2012-03-03T09:03:14.000Z,False,"Apollinisch-dionysisch. “Quand le passé n'éclaire plus l'avenir, l'esprit marche dans les ténèbres”, Alexis de Tocqueville. Like/Share/RT ≠ Endorsement",
8743302,Poutinho,rhh,2.0,71.0,9.0,18.0,1653853801617539075;1653820332778594313;1653739462021599232;1653890217667854339;1653802949121032193;1653940023463497728;1653937926672113665;1653949881273270272;1653978988996616192;1653211120671358976;1653488065594245120;1653889713802018822;1653731583382241283;1273792634511691782;1653859656626782209;1653782165321289729;1653876167802224640;1653813099932135449;1653898549036298241;1653883175230111748;1653817050052145153;1653900478676103176;1653739650865852416;1653454250716823560;1653749827086213125;1653751783330594817;1653752182229827585;1653760990469554177;1653759982758764550;1653756849882054657;1653724503661330432;1653601010525536256;1653605190464057344;1653660691994390528;1653521441931902977;1653448172092391424;1653427442449612816;1653544865458978817;1653360422341287937;1653596169556353024;1653537557798420480;1653627817509232640;1653367193592266752;1653615052669304832;1653583221391540224;1653595193873170434;1653642544683646978;1539609247037542401;1653581066031038466;1653583340677505025;1653561717131976706;1653562724016885761;1653566432121167872;1653560613765804032;1653561278101635073;1653304156671680515;1653535230077161472;1653444243237781504;1653429176878395394;1653465864249720841;1653476063933022230;1653455832275664918;1653500594735181824;1653494152502587396;1653462498173960199;1653472927654789127;1653491087384760323;1653510759668760578;1653494880801521664;1653486832124870658;1653128087704416256,17175213;269911034;150312043;1369701486;150312043;449588356;1298372735383605249;86002394;281877818;2724456153;407428438;61509014;1227155794900201472;2740108585;1957610664;403058230;5654722;54658019;1025333759573471233;19786864;1219579814;1094762324097822720;957306920;13202482;877981025921638401;18686907;109099014;162063442;548384458;280822613;1514502401486639110;1141740754756239360;71048726;2492039959;1222773302441148416;877981025921638401;17175213;2999158160;91870534;150078976;1222773302441148416;462021312;2234760798;1462548977367359490;42518865;1068564102757285888;740989553960452096;2984315375;1188329290162675713;2415072836;62894963;1126026707771650048;911591246677889024;382810104;759251;21515380;151257881;847922736651313152;847922736651313152;80187866;358432869;90573222;246939630;1850166984;1087765282930741248;1243560408025198593;1864591632;86002394;1268223690480615424;18686907;288480803,23745072;1387726083865317376;6449542;1003107003693137921;824157;978914514;1314598333869035521;1314598333869035521;1314598333869035521,1115826452715511809;855481986290524160;911952186208342016;11347122;330262748;1318001427952898051;16973333;102594136;1115826452715511809;242893326;767788995962998784;159955958;97040343;570416368;1298372735383605249;1634248890;848430961;1059675376111312897,1654042056803614723;1654041213559775234;1654038010604802048;1654037965952131072;1654037327205871616;1654036894294876163;1654036070428815361;1654035564599885824;1654034984473092096;1653934767421702146;1653932473271697408;1653926707374575616;1653923349012045826;1653921996676255751;1653921032946819072;1653920919323041792;1653917758294306816;1653917565771472897;1653913600342253570;1653913480573976579;1653913250587635713;1653912777264701440;1653912228750319618;1653912124660359168;1653909688151318528;1653909386308329472;1653909101301121027;1653776730501292032;1653775229443776512;1653775109599948801;1653774023359119360;1653773864969678855;1653773461158871040;1653773135374700544;1653772402764009472;1653772359982088192;1653771891637624837;1653771583062720518;1653771414711726083;1653728368892821505;1653726086801375232;1653723939569369089;1653665870739132416;1653664045126352898;1653663316890341379;1653660775871856642;1653659651722952704;1653658931682582529;1653658796625887232;1653658700198952966;1653657741821460483;1653657410303668224;1653657026914840577;1653656346628161536;1653651719727853569;1653651482950991873;1653651072651608066;1653650897208070145;1653650766303821826;1653650620245524482;1653597182518337536;1653589607970140163;1653586420995436550;1653585663835373569;1653585515680079872;1653568819653140481;1653567975096500224;1653567784721186818;1653567301122129921;1653565461882183681;1653565258072567809;1653564881696702465;1653564767921946625;1653554704574496768;1653554586676756481;1653554414282588164;1653553943127945216;1653551754951131138;1653551074593087490;1653524576645554179;1653524155659177990;1653523887311798276;1653523187135574016;1653522964908765187;1653522584447729669;1653521666251563016;1653521095478202371;1653520684163776516;1653520572842737669;1653519416896761856;1653517847916691459;1653517523017678849;1653517351130746881;1653514426585079811;1653514309794709505;1653503693302427650;1653503089318547457;1653497525381353478;1653497429176602629;1653472902488965122,4339.0,2376.0,40160.0,2007-09-08T10:41:57.000Z,False,"founder of Hyndman | Law, co-founder of mesh, co-founder of #HoHoTo. Instagram @rhyndman. Joined September 2007.","Toronto, Ontario"
4476020061,MOHAMED ALIE JALLOH,mohamedaliejal7,0.0,19.0,0.0,0.0,1653780844279128066;1653805668397199382;1653428713210650624;1653473191954661386;1653635919268675584;1653275522871468032;1653176145141985280;1652846274339561472;1653018673215426568;1652703989752909828;1653179268120158209;1653252855363403782;1652636988586045442;1652303918683103232;1652743540324089861;1652400664130011142;1652970142932824065;1652662558023622656;1652380272283844616,2207129125;247653244;1319287761048723458;333357345;247653244;2207129125;1319287761048723458;69059617;247653244;1297547088331407362;247653244;333357345;2237865246;333357345;333357345;333357345;333357345;247653244;69059617,,,1654046908367749124;1654046818752245761;1653680898447998976;1653680701026230272;1653679954930925569;1653679658590781441;1653311722860445696;1653311653067255808;1653311320119296001;1653311307695702016;1653310400786489344;1653310376136826884;1652995647832834048;1652995605667491843;1652995220320014337;1652995134194163712;1652994534630883331;1652994424001921024;1652994231156260864,167.0,439.0,15072.0,2015-12-14T01:30:52.000Z,False,"LOVEING AS ALL WAYS❤💖
Being Gentle Every day😊👍",sierra leone
1410388787612446721,Roman,SHodl9000,1.0,8.0,1.0,0.0,1653725801987321856;1653832574110670857;1653809360567513110;1653507146871349254;1653070466746122241;1652793707844780032;1653030361289424898;1653046844753158145,1373711826119094272;15392486;1483252297996156934;1483252297996156934;1508566594435305475;3096147528;15392486;1483252297996156934,1200616796295847936,,1653847408894418944;1653847131298631681;1653846789731266560;1653846553424171014;1653511927509954560;1653508567956336641;1653086892550938624;1653086635272310788;1653085597534412800;1653085268579332097,436.0,195.0,13194.0,2021-07-01T00:04:37.000Z,True,"iSin(2πFt)
Kenny G. (mayo boi) we coming for you. We won't stop until we see you pick up the soap in jail.",MOASS INYO AS
2673185698,Social Distance Ninja,Buckysmiles,0.0,98.0,2.0,0.0,1653910490891042816;1653926396761354241;1653876148806221824;1653834799843254284;1653923173845417992;1641593802661023744;1617378563048763392;1653733658535100416;1653795268268105729;1653921158381576192;1653761101505470467;1653817800484438016;1653880692437131266;1653806163257970688;1653855262061608960;1653813763076771840;1653802569469243395;1653835856145162273;1653682612198842368;1653753208207032325;1653779577460670467;1653608528865824768;1653581732963123204;1653856301586210818;1653769261507301378;1653938162312581121;1653779828858863617;1653749753203621889;1653802554231332867;1653785714088083456;1653717818607562758;1653594152792125440;1653738587349995521;1653892705359998990;1653772807992643586;1653799720668774401;1653650517674045442;1653709584765165568;1653535900520030208;1653461747154427905;1653886385777004546;1653388541324578817;1653405357744480265;1653778187489509376;1653689572264497158;1653745665862664193;1653717798810443779;1653750099057733632;1653462444201656326;1653539431985414147;1653441366096216064;1650831475347017728;1650801827728986112;1653207165031845889;1653876999788658688;1653605852350119936;1653521388890644480;1653894441663594496;1653432598163595264;1653908276625416193;1653723057381359618;1653778673961701378;1653740419916746753;1653901890604916736;1653708758315577345;1653866532030623744;1653707593163108353;1653780846271434752;1653755306948608003;1653689955523198981;1653908787349139460;1653863312222978048;1653820217464610816;1653902075456114720;1653730200763473923;1653874687485657089;1653912705559048193;1653770374197248000;1653815511510306817;1653773936822476801;1653413904217677824;1653844596504264714;1653829296295649297;1653598013569286145;1653870299723571208;1653899124880596993;1653736087360253953;1653769281723682816;1653912785267445762;1653702932645261313;1653826543070617600;1653908084564062211;1653853970140372995;1653853948015525889;1653853933599596549;1653505190899896320;1653485915363487745;1653485602602471431,1332181603380969474;142720807;717187692572897280;1624836584947195906;717187692572897280;1732489879;3354016661;1452366278824501260;1085340931295989762;1213720128;1436790033479049221;1153427982549233666;1505908590003081217;1470253252151177220;1001791262159200256;1624836584947195906;142618623;1392950168;1643470790120312832;1350524761663791104;1218272155592466433;829918169737277440;1489304638813880326;1432728328344154113;743057478330421249;341190477;1629122939642675202;1435320417732988935;1279915558604091392;1514803698;1344105790689472512;1350524761663791104;1424999955895185410;1202232697298530304;829918169737277440;1226885855740080129;1546311620615229445;1536498611462328323;19599378;1534669704639524864;3182151534;1486911626846806017;812361923304034304;1559638988289441794;1582434176036478977;957800156602257409;35563232;545976685;1484697277423775745;1484697277423775745;265401438;939091;939091;1202673282945695749;1622294168075751426;1484697277423775745;309291074;3523112956;88987638;842432472;1486473049146904576;234865212;399796571;829918169737277440;1235469013615964160;1344105790689472512;1643470790120312832;76777454;1330969042274889734;1582434176036478977;1158044432077398022;1559638988289441794;3236029176;1432769984539893760;1219642444184244225;1395812211579228162;829918169737277440;1279915558604091392;753667193594720258;829918169737277440;1003198474848952326;1536498611462328323;1582434176036478977;1350524761663791104;2233154425;3182151534;1643470790120312832;1157206533119401984;819994707061248001;1104339044891324416;31565351;133938408;1344105790689472512;1344105790689472512;1344105790689472512;1043709195487391747;1509405625133899780;1187904819085758464,1157206533119401984;1191869921929637889,,1653957346781982721;1653957257392955392;1653957122269298688;1653956912705163265;1653956508391034880;1653945641876291584;1653945328633085952;1653945005516500999;1653944929444409344;1653944734878924800;1653944708245213188;1653944102948413442;1653943957703753731;1653943764891713538;1653943647203647489;1653943622801190913;1653942170888314881;1653941868361572352;1653941837252419584;1653941756453421058;1653941746009624577;1653941697301164032;1653941561430777856;1653941318412804097;1653941086669135875;1653941053781573632;1653941009678516226;1653940971300683777;1653940922076340226;1653940855533707265;1653940744846016512;1653940693864259584;1653940637987749893;1653940567649267713;1653940536699506690;1653940389051613186;1653940347804827651;1653940067222663168;1653939884753657856;1653939858212093954;1653939360767569923;1653939319550234625;1653939293679747073;1653939230601629699;1653939209026117634;1653939167083085824;1653939049386725376;1653938545252261888;1653930016231636992;1653929974108151810;1653929929573113859;1653929366374567936;1653929352248139779;1653928913544925193;1653928802446131202;1653928744493432832;1653928696862916608;1653928663149166594;1653928164781875200;1653928135337947138;1653927800762400768;1653927764582445056;1653927713239977984;1653927610060005376;1653927566376419329;1653927301485146113;1653926934361829377;1653926905299738624;1653926878862778368;1653926813062529026;1653926788412612610;1653926715331076097;1653926688936296451;1653926540571205634;1653926450804801536;1653926284144046082;1653926232356954112;1653926207342125057;1653926113238720512;1653925791657238529;1653925610534715394;1653925542230388736;1653925440455622658;1653925357374898182;1653925338622095361;1653925132526669827;1653925121088790528;1653925032811192320;1653923957743992833;1653923903276720128;1653923883274174465;1653923761454735365;1653921860172627968;1653921766673186816;1653921497482706947;1653921439173554176;1653921335012212741;1653902008548487168;1653901997743931393;1653901823760121857,1973.0,5002.0,435290.0,2014-07-04T20:36:26.000Z,False,"Law and Order CI, Marvel fan, Vincent D'Onofrio, Chris Evans, Sebastian Stan, Robert Downey Jr., Mark Ruffalo, Clark Gregg, Anthony Mackie, Stan Lee","Brooklyn,  NY"
541529471,#HOUSE_GOP_IS_A_CRIMINAL_GANG,Memorablelabia,7.0,23.0,6.0,2.0,1653262846288072704;1653670548935786497;1653629223326588929;1653131039810916352;1653670733372096512;1653670736580726784;1653569277310451712;1653444889441599490;1652809748729720835;1653520218294034432;1652726558375673860;1653209741366120452;1653109093320515599;1653037202392367106;1652962005345619969;1653102702111649793;1653071586277113859;1653102781069414401;1653077130333372433;1653099228191772672;1652533650360086530;1652544217997082624;1652911354368659462,1627115699469705216;261157191;11856032;2838613951;82689705;170254080;15907183;216767555;1452632684400885778;242555999;1634403610409705472;1244663153872560129;541529471;1393193445246660611;3241707920;878284831;1432769984539893760;1356614317550964737;1289991425036345346;1106771843929788419;1474400170024607777;1140684856034320386;541529471,261157191;1628083418411200512;1347296883408990208;1219053078630076417;1275232024186544128;137347877,261157191;1474400170024607777,1654017498738728961;1654016816497426433;1654015941817298944;1653992592244367362;1653989426866061313;1653987218611142664;1653981573073743872;1653672669974515712;1653672303568519169;1653671652641890304;1653671593657368576;1653671062658490370;1653670992059994112;1653670946480455680;1653574953764274176;1653574612977065984;1653553333226074112;1653528945780998145;1653528612610670592;1653528061705613313;1653527789533020160;1653527597291302912;1653210698091216899;1653210630374174721;1653210557812711424;1653109093320515599;1653107835356471296;1653107643332845573;1653107593500319769;1653107051411693573;1653107012144594944;1653106898550284305;1653106751799975959;1653106660083130388;1653106576624869383;1653106245119688704;1653106195991855104;1653105607480598545,2640.0,4993.0,115908.0,2012-03-31T10:05:18.000Z,True,🌊 #PutinHasEpsteinTrumpStatRapeTapes - Original #YIPPIE/SDS/WU. AntiFa for 50 yrs. In #TheResistance from Day 1. HF Aspie w/SS - Google: “Jondalf Thrasher” 🌊,"Bumphuq, AridZona "
