id,name,username,numberOfOriginalTweets,numberOfRetweets,numberOfReplies,numberOfQuotes,retweet_ids,retweet_users,reply_users,quote_users,tweets_id,numberOfFollowers,numberOfFollowing,numberOfTweets,created_at,verified,description,location
126943410,유재명 / Jae Myung Yu,lemon2sang,1.0,35.0,0.0,0.0,1660707095073681408;1659967220192276480;1664320935023853570;1664201934964764673;1628062143697375234;1628068100292616197;1622344050077569026;1622598539820802050;1626902848632922114;1626969844926017537;1627916528262807552;1663157812699049984;1623105679073452033;1627125659620474880;1628124469641326592;1627763101482291201;1627700282577526785;1661009195871916032;1661199123536543748;1627300767139782657;1626920678577274880;1627468026047086594;1660698332170207233;1627096175890554884;1663741884169179138;1663744743988244480;1663742787135881216;1663743441115971590;1663899052487098368;1663790592005120000;1663788207841095680;1663944001224081408;1664187538330775552;1664014211956236288;1664031097473122307,17166894;17166894;108662876;76907268;625566908;1370466913550237699;934190032713285632;15751723;231390130;1201919374757711872;1407319016629284864;1230073921174753282;1054417808954671105;1288841746898534401;1288841746898534401;177101260;177101260;295325513;3167257102;33164141;33164141;822825713615175680;26853548;869572793813405696;863223947348856833;15726728;34743251;34743251;34743251;34743251;34743251;34743251;44196397;4914384040;243013409,,,1664520057266012160;1664519924256227339;1664517671147421696;1664517614465601536;1664517598741172224;1664517580596604928;1664517563953586177;1664517486514155520;1664517422592987136;1664517402066038784;1664517384814858240;1664517366452228096;1664517347309408257;1664517290170413057;1664517273808437248;1664517252639789056;1664517235208241154;1664517214903599104;1664517108821286914;1664517091603644416;1664517072905453568;1664517055180345345;1664517031801290753;1664517012591374336;1664516993406627840;1664516976000245762;1664516951845269504;1664516931356094464;1664516913438019584;1664516891384377346;1664516875458609152;1664516857641197568;1664516839496650754;1664516818529320961;1664516801043243009;1664516783548813312,1497.0,5000.0,107569.0,2010-03-27T14:18:35.000Z,False,"https://t.co/3MObHwhrrq

#npub18shtpf6xw3d0h9nl870eq5pqqqt6pkm9g77jyzzuxsscp8w6q34sdu7rce","Seoul, Korea"
1146549086872408069,Johnny 6502,JonySixFive,0.0,28.0,5.0,0.0,1664449875608584192;1664421360976666625;1664325206784000002;1664306904695283714;1663996696701878273;1664240649787559936;1664229497871237120;1664256655209496582;1664255585574064134;1664226458129125377;1664226073465298944;1664052827361275905;1664052265710391298;1664049036050173952;1663943604619055105;1663942769327616000;1663651500491407361;1663685350475087873;1663846662488350721;1663874269523193858;1663626278262685697;1663834746944724994;1663723335987937281;1663629225725952000;1663442931150094341;1663222008383954945;1663548371645386753;1663512337339359232,137369407;985749294;222554961;80655195;320959649;24447643;151535146;96997907;2611622852;126819958;126819958;17004618;17004618;17004618;27717235;19767193;119800419;289830445;3245069205;110692399;15934978;1514502401486639110;51241574;1205226529455632385;20548283;2184934963;1038577339372916738;85760252,4071981;412917321;126819958;4071981;218195620,,1664463091785170944;1664460355047923713;1664398944074625024;1664398837333774336;1664312834342404097;1664300088020303874;1664295568494186496;1664294156871815169;1664293850566000647;1664293629236752385;1664293543685533700;1664292836928552960;1664286191733325828;1664285927785775104;1664141994896273411;1664135418068238336;1664135372996239360;1664135225969090561;1664133098924281857;1663972174573731840;1663971967161212928;1663933881014456320;1663904579916820480;1663904451445288971;1663904130212175872;1663904073580707841;1663903312046100480;1663727092562018305;1663708724568141824;1663704880975089665;1663556632385822721;1663555541241856001;1663554539134537732,1.0,103.0,8064.0,2019-07-03T22:39:38.000Z,False,🇰🇷🇨🇦 He/him,
24524761,michelle savaria 🇺🇦🌻☮️ 🇺🇸🐶,msav6038,0.0,77.0,23.0,0.0,1664418980080021504;1664431259240611841;1664428655869607936;1664429135018749952;1664429154710822913;1664429357996310528;1664387893882650626;1664353856472449026;1664387677867606017;1664347179282997258;1664387420689932288;1664385107363282944;1664387292373426176;1663708991762100224;1663708997785124865;1663708800254369793;1663701549271375875;1663707305031118848;1663707265663373314;1663700602977746951;1664349043793829888;1664378733162119168;1663707084842496003;1664271076090863619;1663967414617292801;1664269593064669184;1664079714166743042;1664269493269594117;1664266408379973632;1664268761921122304;1664268131072716800;1664267194308472832;1664255574421192706;1664265153863450624;1664267475775791104;1664089737186144256;1664267305654849537;1664266799842508800;1664266742128885761;1664259158122676224;1664253024816996352;1664231745263218692;1664252545001242624;1663996346167185408;1664079502832435200;1664232846989357056;1664249718006857729;1664249382617640960;1663959559877034017;1663959111757594650;1664249115193032707;1663677075151024129;1663676101976023045;1664008944853868544;1663905308865974274;1664077308263579648;1664075765850456064;1664030502834278400;1664031928830533633;1663902967982858247;1663906041455575040;1663678557984522240;1663678749282549760;1663906116592336903;1663906321383538690;1663906642109386753;1663906910582472711;1663906064700432385;1663688473943867393;1663706976914907136;1663706484528795648;1663653597316521984;1663706379108974594;1663705952217088001;1663701848891572230;1663702128659947520;1663686421000093696,819994707061248001;983045358099025920;1488026569;55060090;158426909;255812611;388513351;19638751;19638751;1351302423273472012;798054644853407744;821901681231298560;1009577803304656896;798054644853407744;798054644853407744;1300982078318624769;15801906;798054644853407744;798054644853407744;1167326149065621504;983045358099025920;19828037;2768271223;3827830753;1268223690480615424;1049475664804532225;288277167;874916178;15985111;1004085488859385863;270132611;118245138;32871086;1159614041519796224;21348880;16606569;1891490382;1205226529455632385;288277167;288277167;17017636;19638751;22187085;786309892990574592;2475407894;20508720;279390084;95463107;1214648962491269125;1214648962491269125;1167326149065621504;1214648962491269125;1214648962491269125;1214648962491269125;1231514832479948802;15115280;15115280;1243560408025198593;926164634570067968;14613723;15220768;1108297656550318080;1108297656550318080;1424639970;1011970623470489601;1108297656550318080;20508720;85583894;15801906;798054644853407744;1300982078318624769;455684839;983045358099025920;87983041;4207961;471677441;55060090,1298372735383605249;819994707061248001;784575415457308672;798054644853407744;798054644853407744;798054644853407744;1486911626846806017;798054644853407744;798054644853407744;917201597247012864;1004085488859385863;55060090;767788995962998784;255812611;1298372735383605249;1214648962491269125;1214648962491269125;1214648962491269125;1214648962491269125;1214648962491269125;1424639970;15801906;798054644853407744,,1664437712185688065;1664437301508726788;1664435644637102084;1664435125252136961;1664429949489479680;1664429889879932928;1664429747516964867;1664389074084417537;1664388970791174145;1664388866122432513;1664388709158989826;1664388624131997697;1664388504913158144;1664388343675727881;1664388320263127043;1664388303158665218;1664388149823299585;1664387849939038210;1664387820801105928;1664387773812408323;1664387752874459138;1664387666149015552;1664387538239332354;1664387489996341250;1664387390427783171;1664387369431187459;1664387351219515394;1664387331288182787;1664387249729880064;1664380802954588163;1664380719680946178;1664380301496254467;1664277522874535942;1664277501198336001;1664277262404042752;1664276794109984776;1664276248254906369;1664276158056370178;1664275394277834753;1664275086038417408;1664275066362920960;1664274923152609289;1664274709591248902;1664274566938771458;1664274439352229890;1664274332842065926;1664274060619186186;1664273969682472974;1664273942373339138;1664273540684873728;1664273508510351367;1664273490000879616;1664272741468626953;1664272586992386051;1664272207701512194;1664271817689927680;1664256407116316672;1664256360182161410;1664255628066320384;1664255303267827715;1664255240592408576;1664255052964417537;1664254946366091266;1664254825167482880;1664254803621322753;1664254763850924033;1664254744590786561;1664254649107349507;1664254552315404288;1664254526797361154;1664254503707885570;1664254474624421890;1664254440352743433;1664254416034189314;1664253092437856256;1664251777418502145;1664251670967074817;1664251605821128707;1664251248600596483;1664250665009311745;1664250569903554561;1664250502626918406;1664250449908645888;1664250425980190720;1664250402194300928;1664249992351997958;1664249626281537537;1664249500112674816;1664249400674091008;1663961417056133120;1663961398412443681;1663961129305899020;1663961076344422408;1663960838565134364;1663960792264212504;1663960701759520776;1663960567097196557;1663960351321337856;1663938298417500160;1663938124496379905,191.0,398.0,181400.0,2009-03-15T13:43:59.000Z,False,,
512966590,Lysis,AlbusLynx,0.0,46.0,0.0,1.0,1664498935082385409;1664222312621817856;1664110325623406593;1663814257157500928;1664022095381028864;1663945713804513280;1663169755430174722;1663780037789720576;1663808438244192267;1663892954745040896;1663553710923075589;1663946551415435265;1663964971003199494;1663944500228804609;1663760957678690304;1663412388077654017;1663674159656755200;1663555275155210242;1663630066138357761;1663490389339410433;1663164697451921411;1663471274775937024;1661475153316835329;1662239692035686405;1663459745397895169;1663414824154595328;1663416825357684739;1663561961874006021;1663360283635580929;1663360264727560193;1663290687981223941;1662836895036891136;1663168311260053506;1663153220573712384;1663146417295355904;1660624728153792516;1663140125604446210;1661661406222073857;1663587455340105729;1663590228089503751;1663586248844247041;1663480088543866881;1661244050417266690;1661641273202073600;1661719283691401216;1663062946606379014,917683048782503937;1449880381;353958918;917683048782503937;281363257;42174228;3238839395;369386889;4493134048;2538322138;1336039822151086080;250259063;14704278;1449880381;1449880381;2601575156;807095;695718710909263873;2969760609;1221214199654887425;217304598;1304716856;38233967;1652541;85299581;85299581;1088874004830654464;3311286493;281363257;281363257;727088844;332617373;3311286493;3311286493;3311286493;51606154;3311286493;23131450;2445651157;63530337;1299012090074730502;1333467482;83466368;164641631;2969760609;2969760609,,1585404812178358272,1664509293255598080;1664360328644161537;1664140986006622208;1664108801497223168;1664108789790826497;1663983643088306203;1663980294980943874;1663979744021413889;1663973649697652738;1663972784244965392;1663972694138732554;1663972629089271814;1663972297856647169;1663959207123484680;1663762554122907649;1663762114878623746;1663759943126720513;1663646492366651397;1663646106486558722;1663644181103886338;1663642188046057474;1663640924516151297;1663640624279478272;1663640304702898177;1663640175853936640;1663640123123040256;1663640025811111938;1663638969878192128;1663633827682500608;1663633760091271171;1663633144350662659;1663632583387643904;1663631948973998081;1663631752823291909;1663631609835266050;1663631478549258245;1663631432000970755;1663631267592654848;1663624375612973056;1663617371670474754;1663615152317407233;1663614747139272704;1663564518872739840;1663564497204936708;1663478363539886080;1663451335872610304;1663448395594231810,844.0,4987.0,59072.0,2012-03-03T09:03:14.000Z,False,"Apollinisch-dionysisch. “Quand le passé n'éclaire plus l'avenir, l'esprit marche dans les ténèbres”, Alexis de Tocqueville. Like/Share/RT ≠ Endorsement",
8743302,Poutinho,rhh,1.0,83.0,6.0,10.0,1664388764897009664;1664401849032773632;1664379327155142658;1664411377643995137;1664326476273991680;1664406505502679043;1664000867509387267;1664314265577357315;1664393938843713536;1664309761054064640;1664300875874209792;1664356355703033858;1664361935972847617;1664371748769345537;1664291582575616001;1664264886854008833;1664319929187704832;1664226159188484097;1664221058142990336;1664232846989357056;1664248261044056065;1664227735621844996;1664171554995929089;1664095828640759809;1663989202776629248;1664125936768548864;1664216220772466692;1663893701834276870;1664211483100692481;1663906594264866818;1663924972622888962;1664115546785185792;1664070453336453120;1664105971654840320;1663677530979831809;1664115359983566848;1664076966591361027;1664075225036644352;1663748735149457408;1663781376758370304;1663974132432662533;1664005221784121344;1663943143509639168;1663822914750418945;1663934105052930052;1664059560842207232;1664002604391645185;1664062416093683716;1663897901821485057;1664002845056671745;1663938640102211590;1663912560716914689;1664015041514065921;1663939647049965571;1663986686353653761;1663915765106343945;1664012751768014848;1664021578688937985;1664011156829110272;1664001826256207872;1663996616104091648;1663971634900811779;1663778671809925122;1663886326926647297;1663905871745675265;1663716432150970368;1663773863141060610;1663723239086882819;1663707876131471367;1663491459540975617;1663713994698289155;1663761383173894145;1663704374273605636;1663663455193186304;1663499834257489920;1663631718505410561;1663706543961849866;1662944421908975616;1663625517717680128;1663653936845168640;1663672520271351808;1663588845575876610;1663633295245193216,112815157;4888600459;339055436;4207961;1025020444796231681;926601;253511706;1609297927087833091;241226103;82652901;976939127860969472;22502043;22502043;22502043;16266037;4018888580;23745072;856852362278948864;14476016;20508720;845978994;25928564;2316383071;324703658;347522011;1238949674989416449;67934675;1537841089595449345;2749315621;1493212665237454848;1674546415;153438157;86622558;82921614;87964906;1233515835634913281;1582815920107421696;20759034;373522445;178367619;1715081652;1233515835634913281;769034760;1516155280966397952;2758100418;312412918;492736486;24085638;42220353;722591316710989825;18949610;124588325;4159788513;1274721342621839360;480435113;14528874;1615745889796231169;3137031;471677441;1266209922;22496608;86622558;3140662712;845978994;1266149216029749248;2347205568;86002394;927949176;39539055;1299160007620034560;86622558;877981025921638401;208142477;22496608;4633488741;33913156;327577091;1446343717099507719;1025333759573471233;29769998;126952421;376337124;1090329208000139264,230265116;70111948;6449542;1313622483053039616;4922631;426170278,14387275;14476016;98943144;175049339;242893326;330262748;1603997064626479104;2890083045;1171109054;2911024287,1664470383439781888;1664470215793471490;1664469725391273984;1664467010502139906;1664463250048647173;1664462444385775620;1664408416926814210;1664408296176877571;1664405949333884929;1664403536585555970;1664402159134285824;1664398457270927361;1664396094854381570;1664386440329846784;1664384778747928578;1664384396642639872;1664383588714856453;1664382906389737472;1664382893471195141;1664380075314229250;1664379803615612928;1664376801252999172;1664258621859831808;1664252217912688643;1664251241168359426;1664251160511893509;1664251008111845376;1664250697993289728;1664230061057212416;1664226753257123840;1664225840765255680;1664224904546250752;1664222297727672320;1664217877526839298;1664216598226370561;1664214503960064000;1664195119338123264;1664191050682884101;1664187462040559617;1664185996177551361;1664185081164881921;1664183171452207104;1664181734743629825;1664080220922544128;1664075454414766084;1664075192207826946;1664074070625861633;1664071899335237632;1664071458732093440;1664070967713316867;1664069893585502209;1664069743131648001;1664068965734264832;1664067732256567297;1664066651325710338;1664066493313699842;1664065697935130625;1664065645003022337;1664063476631842816;1664062838556577792;1664059791142973444;1664058819708612614;1664043282656116747;1664042760993734656;1664042659382427653;1664042331064893442;1664041968073072640;1664041563851218944;1664034796668895235;1664033545046597632;1664026020368744449;1664025863938007045;1664015004557877252;1664014755101655040;1664013884787773448;1664013696496959489;1664013471816531969;1663965456762384391;1663962788467728384;1663960824459689989;1663858812808298498;1663842307035021313;1663841816758681601;1663840449574887426;1663840373536436228;1663838335712780288;1663835524195287042;1663832188398317568;1663721808493703168;1663719979030544386;1663714118229000194;1663713555022069761;1663713465561743362;1663712088185794560;1663700615908687872;1663696913302945799;1663695150541950983;1663666060514541572;1663636455040712704;1663636123879366658,4317.0,2421.0,42264.0,2007-09-08T10:41:57.000Z,False,"founder of Hyndman | Law, co-founder of mesh, co-founder of #HoHoTo. Instagram @rhyndman. Joined September 2007.","Toronto, Ontario"
4476020061,MOHAMED ALIE JALLOH,mohamedaliejal7,0.0,91.0,7.0,0.0,1664513186136215555;1664380796189437954;1664474271702216704;1664397898950352897;1664484777133744129;1664512370960486401;1664227165871783936;1664499240478068736;1664282413697224704;1664404983633125378;1664397952486350848;1664284722137284609;1664389220469731328;1664391694492499972;1664377117876822016;1664387312422203393;1664369005010866182;1664323403371757587;1664326578115944448;1664303565706338309;1664238962821455873;1664257439846244356;1664328484900970511;1664302314079891458;1664337653398126592;1664330279257767936;1664330431217410058;1664230990217199618;1664212748933246977;1664203789895872512;1664217450064273408;1664211106821201925;1664199878518669312;1663989637184929795;1663893274770259970;1663977421786234896;1664199427765010432;1663904560782385152;1663921343040049153;1663681507008081921;1663926444655796229;1663866835173769223;1664195916935450624;1664195692674392066;1664181691114463233;1664189291948326913;1664193965090910209;1664173990330392576;1664107712706117634;1663999296746733570;1663958491076100121;1664162052389187584;1664162743954333697;1664161043881377792;1664043001268817920;1663787609246650370;1664151913410056192;1664132439365615616;1664054028848726021;1663674086092832768;1663817806473838592;1663873619078922241;1663690518360907777;1663816954505773056;1663897539194630144;1663969018737246228;1663891267661578242;1663947496815460364;1663994803770589184;1661389363777794053;1663935717217640449;1663941672017747969;1663961630537809936;1663820079182561281;1663933726953185280;1663945939482968075;1663672938392961026;1663597925555920896;1663564578595414019;1663659138570768386;1663594340361420800;1663631064852578307;1663606288612311050;1663560960546848768;1663616452635623424;1663536253449515012;1663543878941827072;1663632262171090957;1663446902166151171;1663443207932239872;1662891153455194120,2207129125;1474502684312932354;928759224599040001;753434301509750784;122453931;1034665663;333357345;1443582062963822599;2237865246;1044770832369811462;1074406820549156864;918138253617790976;1209817795166384128;1034665663;1044770832369811462;3185716686;45167431;918138253617790976;2237865246;5402612;1342912557032632320;69059617;1539396470922792961;2237865246;2237865246;44196397;333357345;129009730;2237865246;69059617;333357345;2237865246;2207129125;1474502684312932354;821045162;1474502684312932354;2237865246;1354781680943431681;130003441;1474502684312932354;14589119;821045162;69620713;1252509835154919424;928759224599040001;333357345;333357345;2237865246;3185716686;116363549;116363549;918138253617790976;902926941413453824;1252509835154919424;45167431;918138253617790976;3185716686;247653244;776528756;1277516607825330179;2237865246;333357345;333357345;333357345;129009730;1443582062963822599;918138253617790976;2237865246;776528756;135187648;247653244;333357345;2237865246;918138253617790976;333357345;902926941413453824;333357345;3185716686;918138253617790976;1539396470922792961;918138253617790976;3185716686;1291128494;333357345;1443582062963822599;1252509835154919424;2237865246;333357345;3185716686;1044770832369811462;1291128494,1443582062963822599;1252509835154919424;1074406820549156864;333357345;1252509835154919424;160706107;333357345,,1664513577904898048;1664513342617124865;1664513326783639554;1664512909425213442;1664512877225492482;1664512505568215040;1664512152776966147;1664511644167184385;1664511376985923585;1664511226276085760;1664406065742503937;1664405643996938240;1664405610064953345;1664394731231539201;1664394537375072257;1664394495603998734;1664393764020842498;1664393662799683587;1664387521701195778;1664348662527414276;1664348293806149633;1664348168375369728;1664347918508216320;1664347888749617154;1664347844923277314;1664347582032760833;1664347399781769216;1664347164896534554;1664345752506605574;1664345564010389521;1664233635942105090;1664233585556029441;1664233210979516416;1664232791653990401;1664232777271717888;1664200849503952897;1664200757640298496;1664199903873052672;1664199840245374976;1664199722079338500;1664199532731682816;1664199427102240768;1664198935538221062;1664198711776276483;1664198661255970819;1664197777591619585;1664197689301409792;1664197254352183296;1664196516888576000;1664195552488087552;1664195099419443201;1664194531149987842;1664174422280794112;1664174104109277184;1664173438720696321;1664173327030669313;1664168654244651008;1664166546678194176;1664163706324828161;1664163356658245633;1664159219803725827;1664158888197849091;1664158684136497152;1664157931426783233;1664054265302712322;1664052825058418690;1664050367166836737;1664040147329986561;1664021236995837952;1664020580645974016;1664020327305736193;1664019365191204866;1664019184961966081;1664019096436973568;1664018925783220226;1664018897979293702;1664018856627654658;1664018825975562240;1664011009181229057;1664010829841268737;1664010513389330432;1664010289652592644;1663674924693635072;1663674773073805312;1663668459194941441;1663668106584104960;1663666245797920768;1663635934292885504;1663635683720798211;1663635571606945795;1663635519194947584;1663635425888464897;1663634947318378497;1663634888094785537;1663634272245227522;1663514701173489664;1663514606692708353;1663514561494777858,212.0,449.0,16088.0,2015-12-14T01:30:52.000Z,False,"LOVEING AS ALL WAYS❤💖
Being Gentle Every day😊👍",sierra leone
1410388787612446721,Roman,SHodl9000,3.0,51.0,34.0,12.0,1664427179269136384;1664490327326044161;1664499508036730881;1664396104748748802;1664443114113626112;1664472646124290050;1664352478903582720;1664311134084816896;1664347977022881792;1664346003808329738;1664346688696487936;1664334757721669632;1664319511766482957;1664316131417509893;1664310669255008256;1664017542422118400;1664191564145639424;1664294691611856897;1663988608490164224;1664288442648281090;1664253504137904129;1664273204171640834;1664187538330775552;1664162458209259525;1664014211956236288;1664072960913854464;1663928495712477184;1664141690251399168;1664113559582957568;1664109625405501440;1663922063273345025;1664086754167537664;1664108634094309377;1663795973984796673;1664078888694083584;1663930844258660353;1664051632806707201;1663988642086526979;1664009183308521473;1664069223411245057;1662793025326575618;1662783318843072512;1662840540759576578;1663099878833025027;1663446406403612673;1663465001900752896;1663451637619257344;1663497895968997378;1663529346668146688;1663472439991386112;1663724916686897152,1403201252910059522;3376321847;1383483535403618307;40245758;805532293951606785;1484468568418836480;474483460;1485689970593468416;474483460;15392486;68537333;3376321847;4914384040;805532293951606785;52660746;4914384040;350822109;4914384040;4914384040;1200616796295847936;1487869863783714820;1243234480606679045;44196397;1410388787612446721;4914384040;15764644;780460754910732288;2231990006;1459622767330881536;1327301978536386560;24733117;1389833864122613761;1378443935366848517;66643970;3376321847;780460754910732288;19834403;1200616796295847936;1107920223028547584;14216123;52660746;95384798;52660746;52660746;52660746;52660746;52660746;52660746;24671555;207873823;1194190147962703873,40245758;1391630138366910468;1410388787612446721;14216123;1410388787612446721;474483460;2276649968;1267209837034733568;1483027202488905731;1565657060766896131;1583115572753096704;1312432677396664322;1341947262625181697;3012553835;429360126;27518564;1574260562443505664;4842251195;52660746;52660746;52660746;44196397;1410388787612446721;732413610;732413610;732413610;52660746;1410388787612446721;1327301978536386560;1327301978536386560;1410388787612446721,1410388787612446721;3376321847;52660746;1410388787612446721;1410388787612446721;1410388787612446721;1410388787612446721;1410388787612446721;1410388787612446721;1410388787612446721;1410388787612446721;1410388787612446721,1664504694734225411;1664504485836902401;1664503863867756545;1664503821698207745;1664498770594369539;1664492508724994050;1664492375773954049;1664492299253084161;1664451759316819969;1664399663422935040;1664386767003467779;1664381793263579136;1664379813568856064;1664373586210230272;1664373493906169856;1664352339770343428;1664351775640662016;1664348284595630080;1664347889026596864;1664338684014100480;1664338361572786176;1664336696819982336;1664336315339669505;1664319639340589057;1664318161381126144;1664318151348330496;1664318134801801217;1664318115537358848;1664318103160000512;1664318088152752128;1664318074273816576;1664317870162202625;1664317853649211392;1664317834800005120;1664317805142114306;1664317782228615170;1664317762108559361;1664317739086008321;1664317708069130240;1664317647461416966;1664317629534994433;1664316996580937729;1664296062398652417;1664295930080956417;1664295796060344320;1664295243234316289;1664294135636041728;1664293467818950657;1664291145323786241;1664287699216527362;1664287412732981252;1664273894130470912;1664190190813077509;1664190058155630593;1664188562072539136;1664188409408266240;1664177460165091328;1664175488842235904;1664162546818105349;1664162458209259525;1664161377001553922;1664161335511506947;1664161305211850753;1664160509497872384;1664160247706165248;1664160206769770504;1664160072346529792;1664158903448535043;1664153545380360192;1664147964414271488;1664140700978642945;1664140672071520256;1664135771010514944;1664135645928001537;1664135516001038337;1664135491309174784;1664134795688050688;1664134756530028545;1664134638581985281;1664075046246289408;1664075013899845633;1664074886195867648;1664073960492003328;1664073098881302528;1664073032296697857;1664072983730855936;1664072972813082624;1664072935341199361;1664072912440287232;1664072880555188226;1664072832647856128;1664072789769478146;1664072777945710595;1664072764431663106;1664072748296192000;1664072731548340228;1664072720567652355;1664072719850430464;1664072700153982976;1664072697008234496,454.0,219.0,14262.0,2021-07-01T00:04:37.000Z,True,Ez clap 👏!,Future
2673185698,Social Distance Ninja,Buckysmiles,,,,,,,,,,1978.0,4994.0,447459.0,2014-07-04T20:36:26.000Z,False,"Law and Order CI, Marvel fan, Vincent D'Onofrio, Chris Evans, Sebastian Stan, Robert Downey Jr., Mark Ruffalo, Clark Gregg, Anthony Mackie, Stan Lee","Brooklyn,  NY"
541529471,#HOUSE_GOP_IS_A_CRIMINAL_GANG,Memorablelabia,0.0,16.0,1.0,2.0,1664236336201580544;1664412880547053570;1664407227393003520;1664062206336442369;1664322098850938882;1664149833534283777;1662672306727006208;1662687915795963904;1536412877866901507;1663934798472118272;1664082956854390785;1664087207479525377;1657296726297051136;1664075765850456064;1664088490521292801;1664080787438796801,1298372735383605249;1090579343569571840;1230011019390382080;819994707061248001;1467197713422991363;82689705;1460289622697816067;1290181081468043271;1330936414217781250;270132611;1232178302581968896;896536097655853059;1130369999699267585;15115280;738779772;824209432431259648,541529471,541529471;1638836565483954176,1664483392401072128;1664483317599830017;1664435808324186113;1664435447794388993;1664435269351936000;1664341230866796544;1664340468547850250;1664340417821966336;1664150293788127232;1664132191805386753;1664131175429062656;1664131112917172225;1664130819378782208;1664130737711509504;1664130226727849984;1664125966757814272;1663750697878433793;1663750595549986823;1663750292930985990,2651.0,5001.0,116788.0,2012-03-31T10:05:18.000Z,True,🌊 #PutinHasEpsteinTrumpStatRapeTapes - Original #YIPPIE/SDS/WU. AntiFa for 50 yrs. In #TheResistance from Day 1. HF Aspie w/SS - Google: “Jondalf Thrasher” 🌊,"Bumphuq, AridZona "
2358170251,Erinescence🇺🇦,Erinescence,3.0,29.0,0.0,1.0,1664395512382996483;1664222663319928832;1664351002953232391;1664322936759799809;1664282166921170945;1663940889901772812;1664272652297711618;1664273327320600577;1664273321599598593;1664000933993275396;1664014211331096580;1664010619815641088;1663999424723398657;1664008111261089792;1663945674226913280;1663874638252843009;1663893242067435520;1663702701635510272;1663755659303608320;1663881677028962309;1663697012263354368;1663860233733656576;1663874248878747648;1663673779350806531;1663673968430071811;1663626350366969856;1663565082222272515;1663635810782961665;1663591283405778944,24196684;15603374;841489249157468161;9695312;6576492;4207961;7864222;390170244;390170244;31037199;17525171;1171109054;180107694;91180720;49510236;162063442;1676247974;25893873;138968364;16760131;14173315;1121799138239111168;8940342;14602259;96068432;751283435382067202;23578274;21268897;747464767,,55253258,1664494677851029504;1664481170472460289;1664460330670469120;1664374218744557573;1664373683102572544;1664325460858159128;1664282295250067458;1664281102197063683;1664278838162100227;1664278559475781634;1664278536964956160;1664246784527302657;1664220313377288192;1664015943003959301;1664015601465999360;1664015537838465028;1664008433434083331;1663949312231976968;1663940171316834304;1663902124504231936;1663885645532602370;1663885609579032576;1663885017326538752;1663884144684744705;1663877007594192896;1663876965592444930;1663862329283420163;1663675429037670405;1663675146723377152;1663648883195498499;1663648363479277570;1663636244943761412;1663591759446695937,1147.0,1364.0,155805.0,2014-02-23T15:52:58.000Z,False,"Dogs, politics and good TV",
