,id,numberOfOriginalTweets,numberOfRetweets,numberOfReplies,numberOfQuotes,numberOfFollowers,numberOfFollowing,numberOfTweets,verified
0,126943410,6.0,93.0,1.0,0.0,1484.0,5001.0,102566.0,0
1,1146549086872408069,0.0,16.0,5.0,0.0,1.0,101.0,7794.0,0
2,24524761,0.0,82.0,17.0,0.0,153.0,385.0,178286.0,0
3,512966590,0.0,96.0,3.0,1.0,851.0,4970.0,58560.0,0
4,8743302,7.0,60.0,16.0,17.0,4327.0,2406.0,41189.0,0
5,4476020061,0.0,72.0,12.0,1.0,184.0,443.0,15291.0,0
6,1410388787612446721,0.0,40.0,1.0,0.0,437.0,199.0,13495.0,1
7,2673185698,1.0,97.0,2.0,0.0,1978.0,4999.0,440607.0,0
8,541529471,4.0,78.0,13.0,1.0,2641.0,4995.0,116219.0,1
9,2358170251,2.0,65.0,0.0,1.0,1147.0,1360.0,155409.0,0
10,1867750286,1.0,73.0,3.0,0.0,3440.0,4957.0,925713.0,0
11,47129792,0.0,98.0,0.0,2.0,767.0,1843.0,169579.0,0
12,1250488384746897410,2.0,48.0,4.0,0.0,6.0,43.0,1121.0,0
13,2910484010,1.0,67.0,11.0,0.0,1283.0,3761.0,69972.0,0
14,21703259,11.0,65.0,0.0,1.0,9998.0,9738.0,59128.0,0
15,2279566128,1.0,53.0,1.0,0.0,1211.0,1138.0,194017.0,0
16,16148602,6.0,51.0,9.0,4.0,28360.0,5895.0,228145.0,0
17,1327498365077172226,0.0,44.0,25.0,8.0,112.0,416.0,46166.0,0
18,753261688791699456,0.0,80.0,19.0,1.0,1529.0,4997.0,254321.0,0
19,4808850153,,,,,27.0,397.0,35726.0,0
20,1468810363311300609,0.0,84.0,16.0,0.0,1632.0,2245.0,114618.0,1
21,32232142,1.0,13.0,3.0,1.0,6332.0,2655.0,74888.0,0
22,3033082756,0.0,35.0,0.0,7.0,78.0,445.0,23865.0,0
23,24951569,9.0,91.0,0.0,0.0,1016.0,5002.0,64895.0,0
24,1329123577,0.0,85.0,4.0,11.0,515.0,1932.0,124813.0,0
25,168505436,2.0,97.0,0.0,1.0,1356.0,5001.0,366562.0,0
26,863454640796389376,1.0,75.0,2.0,0.0,2000.0,3428.0,80353.0,0
27,1181410363499106304,0.0,100.0,0.0,0.0,903.0,4617.0,183272.0,0
28,1117047552,0.0,99.0,1.0,0.0,710.0,646.0,208513.0,0
29,1415729358761775105,,,,,55.0,505.0,46102.0,0
30,46911568,7.0,90.0,1.0,1.0,132.0,662.0,199352.0,0
31,1009655651306475520,3.0,63.0,33.0,1.0,3607.0,4003.0,155939.0,0
32,1568124685,0.0,78.0,0.0,0.0,1682.0,5004.0,167880.0,0
33,809769590435758080,1.0,80.0,0.0,19.0,14464.0,14576.0,153123.0,0
34,215698464,0.0,96.0,1.0,3.0,2511.0,2419.0,469276.0,0
35,73803494,2.0,62.0,21.0,15.0,878.0,859.0,229694.0,0
36,1321935545690431489,1.0,31.0,7.0,0.0,83.0,199.0,36454.0,0
37,718426119951753216,1.0,95.0,4.0,0.0,1335.0,2682.0,133716.0,0
38,363070453,,,,,4040.0,5000.0,508133.0,0
39,3551046323,0.0,85.0,6.0,9.0,6034.0,5683.0,1060801.0,0
40,971123887407796225,1.0,97.0,1.0,1.0,2078.0,1134.0,131680.0,0
41,1421286320324833280,0.0,100.0,0.0,0.0,297.0,849.0,101488.0,0
42,312093132,0.0,41.0,2.0,0.0,1606.0,418.0,229105.0,0
43,185866880,0.0,94.0,2.0,4.0,1124.0,1908.0,261842.0,0
44,194833420,0.0,19.0,0.0,0.0,109.0,446.0,4696.0,0
45,1029774815358607360,0.0,28.0,10.0,0.0,142.0,933.0,25392.0,0
46,279237257,0.0,54.0,46.0,0.0,512.0,669.0,28294.0,0
47,962468301619294208,1.0,78.0,8.0,13.0,134.0,1610.0,38051.0,0
48,1629234705718743040,,,,,49.0,479.0,3103.0,0
49,97979745,0.0,99.0,0.0,1.0,12402.0,9407.0,197929.0,0
50,4428305440,0.0,100.0,0.0,0.0,324.0,4985.0,393252.0,0
51,1006186075390439424,0.0,88.0,6.0,4.0,3309.0,4971.0,89056.0,0
52,58290199,,,,,10012.0,11128.0,408396.0,0
53,1383949955195301888,4.0,4.0,1.0,0.0,310.0,127.0,4443.0,0
54,1250821743519961089,0.0,97.0,2.0,0.0,265.0,429.0,40833.0,0
55,765942979,1.0,54.0,18.0,1.0,1935.0,301.0,21370.0,0
56,574190667,0.0,100.0,0.0,0.0,428.0,656.0,78287.0,0
57,448706659,,,,,65.0,258.0,1044.0,0
58,17751750,3.0,64.0,0.0,0.0,2116.0,1345.0,95351.0,0
59,1447359014233313282,0.0,2.0,0.0,0.0,198.0,260.0,14430.0,0
60,808416484989030401,0.0,100.0,0.0,0.0,115.0,1470.0,16750.0,0
61,4866717149,0.0,100.0,0.0,0.0,2857.0,5002.0,1184038.0,0
62,891754394580013056,0.0,7.0,0.0,0.0,152.0,136.0,35647.0,0
63,54918325,0.0,28.0,0.0,0.0,1414.0,4951.0,126718.0,0
64,908029048344936448,1.0,88.0,11.0,0.0,294.0,502.0,47629.0,0
65,1478091224099794945,1.0,75.0,8.0,16.0,173.0,851.0,42768.0,0
66,1575182558874112002,,,,,237.0,333.0,818.0,0
67,147992355,0.0,62.0,36.0,2.0,20518.0,3117.0,292195.0,0
68,738797460756127744,0.0,36.0,0.0,0.0,128.0,156.0,1263.0,0
69,2342034456,0.0,100.0,0.0,0.0,958.0,2500.0,273209.0,0
70,1309846065617629184,7.0,36.0,15.0,1.0,376.0,37.0,19973.0,0
71,263751838,9.0,91.0,0.0,0.0,1892.0,4991.0,131957.0,0
72,1071892785098317824,0.0,91.0,5.0,0.0,826.0,485.0,83229.0,0
73,918893786553602048,1.0,20.0,3.0,15.0,994.0,289.0,35960.0,0
